罪名,手口,管轄警察署（発生地）,管轄交番・駐在所（発生地）,市区町村コード（発生地）,都道府県（発生地）,市区町村（発生地）,町丁目（発生地）,発生年月日（始期）,発生時（始期）,発生場所,発生場所の詳細,被害者の年齢,被害者の職業,施錠関係,name,latitude,longitude,police_office_name,police_office_latitude,police_office_longitude
窃盗,自転車盗,深川,東陽交番,131083,東京都,江東区,塩浜２丁目,2021/12/13,16,４階建て以上共同住宅,駐車（輪）場,10歳代,その他,施錠した,江東区塩浜２丁目,35.662879,139.811664, 深川警察署 東陽交番,35.669157,139.812152
窃盗,自転車盗,深川,東陽交番,131083,東京都,江東区,塩浜２丁目,2022/5/1,不明,４階建て以上共同住宅,駐車（輪）場,40歳代,その他,施錠した,江東区塩浜２丁目,35.662879,139.811664, 深川警察署 東陽交番,35.669157,139.812152
窃盗,自転車盗,深川,東陽交番,131083,東京都,江東区,塩浜２丁目,2022/7/28,14,４階建て以上共同住宅,駐車（輪）場,40歳代,その他,施錠せず,江東区塩浜２丁目,35.662879,139.811664, 深川警察署 東陽交番,35.669157,139.812152
窃盗,自転車盗,深川,東陽交番,131083,東京都,江東区,塩浜２丁目,2022/8/27,15,４階建て以上共同住宅,駐車（輪）場,20歳代,その他,施錠した,江東区塩浜２丁目,35.662879,139.811664, 深川警察署 東陽交番,35.669157,139.812152
窃盗,自転車盗,深川,東陽交番,131083,東京都,江東区,千石１丁目,2022/7/2,21,４階建て以上共同住宅,駐車（輪）場,20歳代,その他,施錠せず,江東区千石１丁目,35.678286,139.81247, 深川警察署 東陽交番,35.669157,139.812152
窃盗,自転車盗,深川,東陽交番,131083,東京都,江東区,東陽１丁目,2021/11/9,16,４階建て以上共同住宅,駐車（輪）場,60-64歳,その他,施錠せず,江東区東陽１丁目,35.666833,139.81094, 深川警察署 東陽交番,35.669157,139.812152
窃盗,自転車盗,深川,東陽交番,131083,東京都,江東区,東陽１丁目,2022/4/29,16,４階建て以上共同住宅,駐車（輪）場,10歳代,高校生,施錠せず,江東区東陽１丁目,35.666833,139.81094, 深川警察署 東陽交番,35.669157,139.812152
窃盗,自転車盗,深川,東陽交番,131083,東京都,江東区,東陽１丁目,2022/6/13,22,４階建て以上共同住宅,駐車（輪）場,20歳代,その他,施錠せず,江東区東陽１丁目,35.666833,139.81094, 深川警察署 東陽交番,35.669157,139.812152
窃盗,自転車盗,深川,東陽交番,131083,東京都,江東区,東陽１丁目,2022/10/27,0,道路上,その他,20歳代,大学生,施錠した,江東区東陽１丁目,35.666833,139.81094, 深川警察署 東陽交番,35.669157,139.812152
窃盗,自転車盗,深川,東陽交番,131083,東京都,江東区,東陽２丁目,2022/6/12,15,駐車（輪）場,駐車（輪）場,40歳代,その他,施錠した,江東区東陽２丁目,35.66714,139.816591, 深川警察署 東陽交番,35.669157,139.812152
窃盗,自転車盗,深川,東陽交番,131083,東京都,江東区,東陽２丁目,2022/9/24,18,４階建て以上共同住宅,駐車（輪）場,50歳代,その他,施錠した,江東区東陽２丁目,35.66714,139.816591, 深川警察署 東陽交番,35.669157,139.812152
窃盗,自転車盗,深川,東陽交番,131083,東京都,江東区,東陽２丁目,2022/10/28,9,４階建て以上共同住宅,駐車（輪）場,60-64歳,その他,施錠した,江東区東陽２丁目,35.66714,139.816591, 深川警察署 東陽交番,35.669157,139.812152
窃盗,自転車盗,深川,東陽交番,131083,東京都,江東区,東陽３丁目,2022/1/8,10,道路上,その他,10歳代,小学生,施錠せず,江東区東陽３丁目,35.669582,139.812579, 深川警察署 東陽交番,35.669157,139.812152
窃盗,自転車盗,深川,東陽交番,131083,東京都,江東区,東陽３丁目,2022/1/25,17,その他,その他,10歳代,小学生,施錠せず,江東区東陽３丁目,35.669582,139.812579, 深川警察署 東陽交番,35.669157,139.812152
窃盗,自転車盗,深川,東陽交番,131083,東京都,江東区,東陽３丁目,2022/2/28,16,道路上,その他,20歳代,その他,施錠した,江東区東陽３丁目,35.669582,139.812579, 深川警察署 東陽交番,35.669157,139.812152
窃盗,自転車盗,深川,東陽交番,131083,東京都,江東区,東陽３丁目,2022/7/2,12,道路上,その他,70歳以上,その他,施錠した,江東区東陽３丁目,35.669582,139.812579, 深川警察署 東陽交番,35.669157,139.812152
窃盗,自転車盗,深川,東陽交番,131083,東京都,江東区,東陽３丁目,2022/7/14,12,道路上,その他,30歳代,その他,施錠した,江東区東陽３丁目,35.669582,139.812579, 深川警察署 東陽交番,35.669157,139.812152
窃盗,自転車盗,深川,東陽交番,131083,東京都,江東区,東陽３丁目,2022/9/6,17,道路上,その他,70歳以上,その他,施錠せず,江東区東陽３丁目,35.669582,139.812579, 深川警察署 東陽交番,35.669157,139.812152
窃盗,自転車盗,深川,東陽交番,131083,東京都,江東区,東陽３丁目,2022/9/10,7,道路上,その他,10歳代,高校生,施錠せず,江東区東陽３丁目,35.669582,139.812579, 深川警察署 東陽交番,35.669157,139.812152
窃盗,自転車盗,深川,東陽交番,131083,東京都,江東区,東陽３丁目,2022/9/11,9,駐車（輪）場,駐車（輪）場,40歳代,その他,施錠せず,江東区東陽３丁目,35.669582,139.812579, 深川警察署 東陽交番,35.669157,139.812152
窃盗,自転車盗,深川,東陽交番,131083,東京都,江東区,東陽３丁目,2022/10/5,1,道路上,その他,30歳代,その他,施錠せず,江東区東陽３丁目,35.669582,139.812579, 深川警察署 東陽交番,35.669157,139.812152
窃盗,自転車盗,深川,東陽交番,131083,東京都,江東区,東陽３丁目,2022/11/29,不明,その他,その他,10歳代,小学生,施錠せず,江東区東陽３丁目,35.669582,139.812579, 深川警察署 東陽交番,35.669157,139.812152
窃盗,自転車盗,深川,東陽交番,131083,東京都,江東区,東陽４丁目,2021/11/13,23,その他,駐車（輪）場,20歳代,その他,施錠せず,江東区東陽４丁目,35.671936,139.817849, 深川警察署 東陽交番,35.669157,139.812152
窃盗,自転車盗,深川,東陽交番,131083,東京都,江東区,東陽４丁目,2021/12/16,17,４階建て以上共同住宅,駐車（輪）場,10歳代,その他,施錠した,江東区東陽４丁目,35.671936,139.817849, 深川警察署 東陽交番,35.669157,139.812152
窃盗,自転車盗,深川,東陽交番,131083,東京都,江東区,東陽４丁目,2022/4/19,13,道路上,その他,40歳代,その他,施錠した,江東区東陽４丁目,35.671936,139.817849, 深川警察署 東陽交番,35.669157,139.812152
窃盗,自転車盗,深川,東陽交番,131083,東京都,江東区,東陽４丁目,2022/4/28,22,４階建て以上共同住宅,駐車（輪）場,10歳代,高校生,施錠した,江東区東陽４丁目,35.671936,139.817849, 深川警察署 東陽交番,35.669157,139.812152
窃盗,自転車盗,深川,東陽交番,131083,東京都,江東区,東陽４丁目,2022/7/11,12,駐車（輪）場,駐車（輪）場,40歳代,その他,施錠した,江東区東陽４丁目,35.671936,139.817849, 深川警察署 東陽交番,35.669157,139.812152
窃盗,自転車盗,深川,東陽交番,131083,東京都,江東区,東陽４丁目,2022/7/14,12,その他,駐車（輪）場,20歳代,その他,施錠した,江東区東陽４丁目,35.671936,139.817849, 深川警察署 東陽交番,35.669157,139.812152
窃盗,自転車盗,深川,東陽交番,131083,東京都,江東区,東陽４丁目,2022/9/13,18,４階建て以上共同住宅,駐車（輪）場,10歳代,高校生,施錠した,江東区東陽４丁目,35.671936,139.817849, 深川警察署 東陽交番,35.669157,139.812152
窃盗,自転車盗,深川,東陽交番,131083,東京都,江東区,東陽４丁目,2022/9/21,12,４階建て以上共同住宅,駐車（輪）場,70歳以上,その他,施錠せず,江東区東陽４丁目,35.671936,139.817849, 深川警察署 東陽交番,35.669157,139.812152
窃盗,自転車盗,深川,東陽交番,131083,東京都,江東区,東陽４丁目,2022/10/15,15,４階建て以上共同住宅,駐車（輪）場,40歳代,その他,施錠せず,江東区東陽４丁目,35.671936,139.817849, 深川警察署 東陽交番,35.669157,139.812152
窃盗,自転車盗,深川,東陽交番,131083,東京都,江東区,東陽４丁目,2022/10/25,15,駐車（輪）場,駐車（輪）場,20歳代,大学生,施錠した,江東区東陽４丁目,35.671936,139.817849, 深川警察署 東陽交番,35.669157,139.812152
窃盗,自転車盗,深川,東陽交番,131083,東京都,江東区,東陽５丁目,2021/12/29,14,その他,駐車（輪）場,10歳代,中学生,施錠した,江東区東陽５丁目,35.672329,139.812885, 深川警察署 東陽交番,35.669157,139.812152
窃盗,自転車盗,深川,東陽交番,131083,東京都,江東区,東陽５丁目,2022/1/20,11,４階建て以上共同住宅,駐車（輪）場,30歳代,その他,施錠した,江東区東陽５丁目,35.672329,139.812885, 深川警察署 東陽交番,35.669157,139.812152
窃盗,自転車盗,深川,東陽交番,131083,東京都,江東区,東陽５丁目,2022/4/8,18,道路上,その他,50歳代,その他,施錠せず,江東区東陽５丁目,35.672329,139.812885, 深川警察署 東陽交番,35.669157,139.812152
窃盗,自転車盗,深川,東陽交番,131083,東京都,江東区,東陽５丁目,2022/5/9,16,道路上,その他,40歳代,その他,施錠せず,江東区東陽５丁目,35.672329,139.812885, 深川警察署 東陽交番,35.669157,139.812152
窃盗,自転車盗,深川,東陽交番,131083,東京都,江東区,東陽５丁目,2022/8/15,10,道路上,その他,10歳代,高校生,施錠せず,江東区東陽５丁目,35.672329,139.812885, 深川警察署 東陽交番,35.669157,139.812152
窃盗,自転車盗,深川,東陽交番,131083,東京都,江東区,豊洲３丁目,2022/7/23,20,道路上,その他,40歳代,その他,施錠せず,江東区豊洲３丁目,35.658936,139.79692, 深川警察署 東陽交番,35.669157,139.812152
窃盗,自転車盗,深川,東陽交番,131083,東京都,江東区,門前仲町２丁目,2021/10/21,21,駐車（輪）場,駐車（輪）場,20歳代,その他,施錠した,江東区門前仲町２丁目,35.672524,139.795782, 深川警察署 東陽交番,35.669157,139.812152
窃盗,自転車盗,深川,枝川交番,131083,東京都,江東区,枝川１丁目,2022/2/15,23,道路上,その他,65-69歳,その他,施錠せず,江東区枝川１丁目,35.656617,139.803432, 深川警察署 枝川交番,35.6582564,139.8025688
窃盗,自転車盗,深川,枝川交番,131083,東京都,江東区,枝川１丁目,2022/8/30,20,４階建て以上共同住宅,駐車（輪）場,50歳代,その他,施錠した,江東区枝川１丁目,35.656617,139.803432, 深川警察署 枝川交番,35.6582564,139.8025688
窃盗,自転車盗,深川,枝川交番,131083,東京都,江東区,越中島２丁目,2022/6/17,23,駐車（輪）場,駐車（輪）場,20歳代,大学生,施錠せず,江東区越中島２丁目,35.666465,139.792464, 深川警察署 枝川交番,35.6582564,139.8025688
窃盗,自転車盗,深川,枝川交番,131083,東京都,江東区,越中島３丁目,2022/8/2,22,４階建て以上共同住宅,駐車（輪）場,10歳代,高校生,施錠せず,江東区越中島３丁目,35.664328,139.798384, 深川警察署 枝川交番,35.6582564,139.8025688
窃盗,自転車盗,深川,枝川交番,131083,東京都,江東区,越中島３丁目,2022/8/27,20,４階建て以上共同住宅,駐車（輪）場,30歳代,その他,施錠せず,江東区越中島３丁目,35.664328,139.798384, 深川警察署 枝川交番,35.6582564,139.8025688
窃盗,自転車盗,深川,枝川交番,131083,東京都,江東区,越中島３丁目,2022/10/3,14,４階建て以上共同住宅,駐車（輪）場,30歳代,その他,施錠せず,江東区越中島３丁目,35.664328,139.798384, 深川警察署 枝川交番,35.6582564,139.8025688
窃盗,自転車盗,深川,枝川交番,131083,東京都,江東区,塩浜１丁目,2021/6/1,不明,４階建て以上共同住宅,駐車（輪）場,30歳代,その他,施錠した,江東区塩浜１丁目,35.661278,139.800011, 深川警察署 枝川交番,35.6582564,139.8025688
窃盗,自転車盗,深川,枝川交番,131083,東京都,江東区,塩浜１丁目,2021/12/29,12,４階建て以上共同住宅,駐車（輪）場,50歳代,その他,施錠した,江東区塩浜１丁目,35.661278,139.800011, 深川警察署 枝川交番,35.6582564,139.8025688
窃盗,自転車盗,深川,枝川交番,131083,東京都,江東区,塩浜１丁目,2022/9/1,23,４階建て以上共同住宅,駐車（輪）場,30歳代,その他,施錠した,江東区塩浜１丁目,35.661278,139.800011, 深川警察署 枝川交番,35.6582564,139.8025688
窃盗,自転車盗,深川,枝川交番,131083,東京都,江東区,塩浜２丁目,2022/3/15,19,４階建て以上共同住宅,駐車（輪）場,30歳代,その他,施錠せず,江東区塩浜２丁目,35.662879,139.811664, 深川警察署 枝川交番,35.6582564,139.8025688
窃盗,自転車盗,深川,枝川交番,131083,東京都,江東区,塩浜２丁目,2022/9/1,20,４階建て以上共同住宅,駐車（輪）場,20歳代,その他,施錠した,江東区塩浜２丁目,35.662879,139.811664, 深川警察署 枝川交番,35.6582564,139.8025688
窃盗,自転車盗,深川,枝川交番,131083,東京都,江東区,潮見２丁目,2022/12/3,8,４階建て以上共同住宅,駐車（輪）場,10歳代,大学生,施錠せず,江東区潮見２丁目,35.658076,139.817748, 深川警察署 枝川交番,35.6582564,139.8025688
窃盗,自転車盗,深川,枝川交番,131083,東京都,江東区,古石場２丁目,2022/6/30,20,４階建て以上共同住宅,駐車（輪）場,60-64歳,その他,施錠した,江東区古石場２丁目,35.66704,139.798908, 深川警察署 枝川交番,35.6582564,139.8025688
窃盗,自転車盗,深川,森下交番,131083,東京都,江東区,新大橋１丁目,2021/11/26,18,その他,駐車（輪）場,50歳代,その他,施錠した,江東区新大橋１丁目,35.68845,139.792593, 深川警察署 森下交番,35.687988,139.800988
窃盗,自転車盗,深川,森下交番,131083,東京都,江東区,新大橋１丁目,2022/4/15,21,道路上,その他,10歳代,高校生,施錠せず,江東区新大橋１丁目,35.68845,139.792593, 深川警察署 森下交番,35.687988,139.800988
窃盗,自転車盗,深川,森下交番,131083,東京都,江東区,新大橋３丁目,2022/7/20,20,４階建て以上共同住宅,駐車（輪）場,40歳代,その他,施錠した,江東区新大橋３丁目,35.687895,139.795945, 深川警察署 森下交番,35.687988,139.800988
窃盗,自転車盗,深川,森下交番,131083,東京都,江東区,高橋,2022/8/11,12,４階建て以上共同住宅,駐車（輪）場,30歳代,その他,施錠せず,江東区高橋,35.684902,139.799545, 深川警察署 森下交番,35.687988,139.800988
窃盗,自転車盗,深川,森下交番,131083,東京都,江東区,東陽２丁目,2022/9/15,8,駐車（輪）場,駐車（輪）場,10歳代,中学生,施錠した,江東区東陽２丁目,35.66714,139.816591, 深川警察署 森下交番,35.687988,139.800988
