罪名,手口,管轄警察署（発生地）,管轄交番・駐在所（発生地）,市区町村コード（発生地）,都道府県（発生地）,市区町村（発生地）,町丁目（発生地）,発生年月日（始期）,発生時（始期）,発生場所の属性,施錠関係,盗難防止装置の有無,現金以外の主な被害品
窃盗,オートバイ盗,西新井,島根交番,131211,東京都,足立区,島根４丁目,2018-09-25,07,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,西新井,鹿浜交番,131211,東京都,足立区,堀之内１丁目,2018-06-28,08,道路上,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,西新井,扇交番,131211,東京都,足立区,扇２丁目,2018-01-26,16,道路上,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,綾瀬,弘道交番,131211,東京都,足立区,青井４丁目,2018-03-23,22,その他の住宅（３階建て以下共同住宅等）,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,綾瀬,弘道交番,131211,東京都,足立区,青井４丁目,2018-07-13,17,道路上,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,綾瀬,弘道交番,131211,東京都,足立区,青井４丁目,2018-08-12,04,一戸建住宅,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,綾瀬,神明交番,131211,東京都,足立区,谷中５丁目,2016-06-15,09,その他の住宅（３階建て以下共同住宅等）,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,綾瀬,東和交番,131211,東京都,足立区,東和４丁目,2018-05-11,21,駐車（輪）場,キーあり,あり,自動二輪（50cc超）
窃盗,オートバイ盗,綾瀬,足立四丁目交番,131211,東京都,足立区,中央本町１丁目,2018-05-05,04,４階建て以上共同住宅,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,竹の塚,花畑交番,131211,東京都,足立区,花畑６丁目,2018-02-26,20,一戸建住宅,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,竹の塚,花畑交番,131211,東京都,足立区,南花畑２丁目,2016-10-15,10,４階建て以上共同住宅,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,竹の塚,保木間交番,131211,東京都,足立区,東保木間１丁目,2018-10-01,19,４階建て以上共同住宅,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,竹の塚,保木間交番,131211,東京都,足立区,東保木間２丁目,2018-01-30,12,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,竹の塚,保木間交番,131211,東京都,足立区,保木間１丁目,2018-11-08,17,その他,キーあり,あり,自動二輪（50cc超）
窃盗,オートバイ盗,竹の塚,保木間交番,131211,東京都,足立区,保木間１丁目,2018-12-04,18,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,竹の塚,保木間交番,131211,東京都,足立区,保木間２丁目,2018-07-19,16,駐車（輪）場,キーあり,あり,原動機付自転車（50cc以下）
窃盗,オートバイ盗,竹の塚,西保木間交番,131211,東京都,足立区,保木間４丁目,2018-01-23,19,４階建て以上共同住宅,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,竹の塚,西保木間交番,131211,東京都,足立区,保木間４丁目,2018-01-23,21,一戸建住宅,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,竹の塚,西保木間交番,131211,東京都,足立区,保木間５丁目,2018-02-08,20,一戸建住宅,キーあり,あり,自動二輪（50cc超）
窃盗,オートバイ盗,竹の塚,西保木間交番,131211,東京都,足立区,保木間５丁目,2018-03-04,22,一戸建住宅,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,竹の塚,西保木間交番,131211,東京都,足立区,保木間５丁目,2018-05-03,18,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,竹の塚,竹の塚駅前交番,131211,東京都,足立区,竹の塚５丁目,2018-01-28,13,道路上,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,竹の塚,伊興町交番,131211,東京都,足立区,西伊興２丁目,2018-01-05,05,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,竹の塚,見沼代親水公園駅前交番,131211,東京都,足立区,舎人１丁目,2018-06-21,21,一戸建住宅,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,竹の塚,見沼代親水公園駅前交番,131211,東京都,足立区,舎人４丁目,2018-12-03,19,一戸建住宅,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,城東,北砂五丁目交番,131083,東京都,江東区,北砂３丁目,2018-08-26,09,その他の住宅（３階建て以下共同住宅等）,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,城東,番所橋交番,131083,東京都,江東区,北砂６丁目,2018-07-07,16,一戸建住宅,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,城東,番所橋交番,131083,東京都,江東区,東砂４丁目,2018-08-25,05,４階建て以上共同住宅,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,城東,大島交番,131083,東京都,江東区,大島３丁目,2018-12-21,09,道路上,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,城東,亀戸交番,131083,東京都,江東区,亀戸７丁目,2018-04-05,03,道路上,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,城東,亀戸駅前交番,131083,東京都,江東区,亀戸５丁目,2018-07-16,05,道路上,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,城東,東大島駅前交番,131083,東京都,江東区,大島７丁目,2018-01-04,04,道路上,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,城東,東大島駅前交番,131083,東京都,江東区,大島７丁目,2018-12-07,15,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,本所,江東橋交番,131075,東京都,墨田区,亀沢３丁目,2018-11-01,16,道路上,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,本所,横川交番,131075,東京都,墨田区,太平３丁目,2018-06-08,17,道路上,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,本所,言問交番,131075,東京都,墨田区,吾妻橋１丁目,2018-11-24,08,道路上,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,向島,平井橋交番,131075,東京都,墨田区,立花６丁目,2018-02-09,19,道路上,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,向島,曳舟交番,131075,東京都,墨田区,東向島１丁目,2018-08-10,18,道路上,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,向島,八広四丁目交番,131075,東京都,墨田区,東墨田２丁目,2018-05-24,12,４階建て以上共同住宅,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,亀有,堀切七丁目交番,131229,東京都,葛飾区,堀切８丁目,2018-09-09,12,４階建て以上共同住宅,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,亀有,お花茶屋交番,131229,東京都,葛飾区,白鳥３丁目,2018-05-14,19,その他,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,亀有,青戸交番,131229,東京都,葛飾区,青戸７丁目,2018-02-15,18,一戸建住宅,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,亀有,青戸交番,131229,東京都,葛飾区,青戸７丁目,2018-10-27,15,道路上,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,亀有,青戸交番,131229,東京都,葛飾区,白鳥４丁目,2018-08-02,18,４階建て以上共同住宅,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,亀有,亀有駅南口交番,131229,東京都,葛飾区,亀有３丁目,2018-02-03,10,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,亀有,亀有駅南口交番,131229,東京都,葛飾区,亀有３丁目,2018-08-24,11,その他,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,亀有,柴又交番,131229,東京都,葛飾区,柴又１丁目,2018-05-29,16,道路上,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,亀有,柴又交番,131229,東京都,葛飾区,柴又４丁目,2018-01-20,14,その他の住宅（３階建て以下共同住宅等）,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,亀有,金町駅北口交番,131229,東京都,葛飾区,東金町２丁目,2018-11-10,14,道路上,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,亀有,南水元交番,131229,東京都,葛飾区,新宿５丁目,2018-12-01,18,一戸建住宅,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,亀有,南水元交番,131229,東京都,葛飾区,新宿６丁目,2017-07-01,18,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,亀有,葛三橋交番,131229,東京都,葛飾区,水元２丁目,2018-04-22,12,一戸建住宅,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,葛飾,四ツ木交番,131229,東京都,葛飾区,四つ木３丁目,2018-08-24,03,道路上,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,葛飾,堀切駅前交番,131229,東京都,葛飾区,堀切２丁目,2018-04-22,12,一戸建住宅,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,葛飾,新小岩駅前交番,131229,東京都,葛飾区,新小岩２丁目,2018-08-25,14,道路上,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,葛飾,たつみ橋交番,131229,東京都,葛飾区,西新小岩５丁目,2018-10-07,18,その他の住宅（３階建て以下共同住宅等）,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,葛飾,平和橋交番,131229,東京都,葛飾区,東四つ木３丁目,2018-03-04,11,道路上,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,葛飾,奥戸交番,131229,東京都,葛飾区,奥戸２丁目,2018-05-15,18,一戸建住宅,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,葛飾,奥戸交番,131229,東京都,葛飾区,奥戸８丁目,2018-02-04,16,その他,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,葛飾,奥戸交番,131229,東京都,葛飾区,奥戸８丁目,2018-02-04,18,その他,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,小松川,平井七丁目交番,131237,東京都,江戸川区,平井７丁目,2018-07-13,20,一戸建住宅,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,小松川,八蔵橋交番,131237,東京都,江戸川区,中央１丁目,2016-07-01,00,道路上,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,小松川,八蔵橋交番,131237,東京都,江戸川区,中央２丁目,2018-02-24,17,４階建て以上共同住宅,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,小松川,八蔵橋交番,131237,東京都,江戸川区,大杉５丁目,2018-01-12,18,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,小松川,京葉通交番,131237,東京都,江戸川区,松江１丁目,2018-05-27,21,一戸建住宅,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,小松川,今井交番,131237,東京都,江戸川区,一之江８丁目,2018-08-23,13,道路上,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,小松川,椿町駐在所,131237,東京都,江戸川区,春江町２丁目,2018-01-27,17,４階建て以上共同住宅,キーあり,あり,自動二輪（50cc超）
窃盗,オートバイ盗,小松川,椿町駐在所,131237,東京都,江戸川区,春江町２丁目,2018-10-27,05,その他,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,小松川,南篠崎交番,131237,東京都,江戸川区,南篠崎町５丁目,2018-07-03,17,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,小松川,東小松川交番,131237,東京都,江戸川区,松江５丁目,2017-12-30,15,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,小松川,東瑞江交番,131237,東京都,江戸川区,江戸川２丁目,2018-09-22,21,その他,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,小松川,東瑞江交番,131237,東京都,江戸川区,江戸川３丁目,2018-04-28,01,一戸建住宅,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,小松川,瑞江駅前交番,131237,東京都,江戸川区,東瑞江３丁目,2018-08-04,17,道路上,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,小松川,瑞江駅前交番,131237,東京都,江戸川区,瑞江４丁目,2018-02-22,01,その他の住宅（３階建て以下共同住宅等）,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,小松川,篠崎駅前交番,131237,東京都,江戸川区,新堀１丁目,2018-11-15,16,その他の住宅（３階建て以下共同住宅等）,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,小松川,篠崎駅前交番,131237,東京都,江戸川区,瑞江１丁目,2018-10-01,11,その他の住宅（３階建て以下共同住宅等）,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,小岩,菅原橋交番,131237,東京都,江戸川区,松本２丁目,2018-02-04,19,その他の住宅（３階建て以下共同住宅等）,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,小岩,菅原橋交番,131237,東京都,江戸川区,松本２丁目,2018-04-16,18,道路上,キーあり,あり,原動機付自転車（50cc以下）
窃盗,オートバイ盗,小岩,北小岩駐在所,131237,東京都,江戸川区,北小岩７丁目,2018-06-03,15,道路上,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,小岩,鹿骨交番,131237,東京都,江戸川区,鹿骨２丁目,2018-12-17,09,その他の住宅（３階建て以下共同住宅等）,キーあり,なし,原動機付自転車（50cc以下）
