罪名,手口,管轄警察署（発生地）,管轄交番・駐在所（発生地）,市区町村コード（発生地）,都道府県（発生地）,市区町村（発生地）,町丁目（発生地）,発生年月日（始期）,発生時（始期）,発生場所,発生場所の詳細,現金以外の主な被害品,name,latitude,longitude,police_office_name,police_office_latitude,police_office_longitude
窃盗,部品ねらい,田園調布,鵜の木駅前交番,131113,東京都,大田区,南久が原２丁目,2022/9/15,23,一戸建住宅,その他,その他,大田区南久が原２丁目,35.5766275,139.6853994, 田園調布警察署 鵜の木駅前交番,35.575387,139.681445
窃盗,部品ねらい,蒲田,京急蒲田駅前交番,131113,東京都,大田区,蒲田２丁目,2022/6/18,21,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,その他,大田区蒲田２丁目,35.5665099,139.7255775, 蒲田警察署 京急蒲田駅前交番,35.5613565,139.7241575
窃盗,部品ねらい,蒲田,京急蒲田駅前交番,131113,東京都,大田区,東蒲田２丁目,2022/3/9,19,４階建て以上共同住宅,駐車（輪）場,その他,大田区東蒲田２丁目,35.5618091,139.7280009, 蒲田警察署 京急蒲田駅前交番,35.5613565,139.7241575
窃盗,部品ねらい,蒲田,京急蒲田駅前交番,131113,東京都,大田区,南蒲田１丁目,2022/10/4,10,その他,駐車（輪）場,その他,大田区南蒲田１丁目,35.5586703,139.7256392, 蒲田警察署 京急蒲田駅前交番,35.5613565,139.7241575
窃盗,部品ねらい,蒲田,京急蒲田駅前交番,131113,東京都,大田区,南蒲田１丁目,2022/10/5,14,駐車（輪）場,駐車（輪）場,その他,大田区南蒲田１丁目,35.5586703,139.7256392, 蒲田警察署 京急蒲田駅前交番,35.5613565,139.7241575
窃盗,部品ねらい,蒲田,北糀谷交番,131113,東京都,大田区,東糀谷１丁目,2022/6/28,13,駐車（輪）場,駐車（輪）場,その他,大田区東糀谷１丁目,35.5592201,139.740504, 蒲田警察署 北糀谷交番,35.5612656,139.7379121
窃盗,部品ねらい,蒲田,大鳥居交番,131113,東京都,大田区,羽田２丁目,2022/5/3,17,道路上,その他,その他,大田区羽田２丁目,35.5467522,139.7422622, 蒲田警察署 大鳥居交番,35.55216325,139.74082654388621
窃盗,部品ねらい,蒲田,大鳥居交番,131113,東京都,大田区,羽田４丁目,2021/12/29,18,４階建て以上共同住宅,駐車（輪）場,その他,大田区羽田４丁目,35.550006,139.7469762, 蒲田警察署 大鳥居交番,35.55216325,139.74082654388621
窃盗,部品ねらい,蒲田,大鳥居交番,131113,東京都,大田区,東糀谷３丁目,2022/5/19,9,その他,その他,その他,大田区東糀谷３丁目,35.5529815,139.7431406, 蒲田警察署 大鳥居交番,35.55216325,139.74082654388621
窃盗,部品ねらい,蒲田,日の出通交番,131113,東京都,大田区,南蒲田２丁目,2022/6/3,18,４階建て以上共同住宅,駐車（輪）場,タイヤ・ホイール,大田区南蒲田２丁目,35.5554299,139.723016, 蒲田警察署 日の出通交番,,
窃盗,部品ねらい,蒲田,本羽田交番,131113,東京都,大田区,萩中１丁目,2022/9/27,23,４階建て以上共同住宅,駐車（輪）場,その他,大田区萩中１丁目,35.55121455,139.7259028782741, 蒲田警察署 本羽田交番,35.5482983,139.7297345
窃盗,部品ねらい,蒲田,本羽田交番,131113,東京都,大田区,本羽田２丁目,2022/8/31,14,その他の住宅（３階建て以下共同住宅等）,その他,その他,大田区本羽田２丁目,35.54532475,139.73190075082107, 蒲田警察署 本羽田交番,35.5482983,139.7297345
窃盗,部品ねらい,蒲田,東六郷交番,131113,東京都,大田区,南六郷２丁目,2022/6/30,3,４階建て以上共同住宅,駐車（輪）場,ナンバープレート,大田区南六郷２丁目,35.5450085,139.7207683, 蒲田警察署 東六郷交番,35.5456479,139.7131334
窃盗,部品ねらい,蒲田,東六郷交番,131113,東京都,大田区,南六郷２丁目,2022/8/1,不明,４階建て以上共同住宅,駐車（輪）場,ナンバープレート,大田区南六郷２丁目,35.5450085,139.7207683, 蒲田警察署 東六郷交番,35.5456479,139.7131334
窃盗,部品ねらい,蒲田,東六郷交番,131113,東京都,大田区,南六郷２丁目,2022/8/20,15,４階建て以上共同住宅,駐車（輪）場,ナンバープレート,大田区南六郷２丁目,35.5450085,139.7207683, 蒲田警察署 東六郷交番,35.5456479,139.7131334
窃盗,部品ねらい,蒲田,東六郷交番,131113,東京都,大田区,南六郷２丁目,2022/8/30,16,道路上,その他,ナンバープレート,大田区南六郷２丁目,35.5450085,139.7207683, 蒲田警察署 東六郷交番,35.5456479,139.7131334
窃盗,部品ねらい,蒲田,蒲田駅東口交番,131113,東京都,大田区,蒲田５丁目,2022/12/24,15,４階建て以上共同住宅,駐車（輪）場,その他,大田区蒲田５丁目,35.5618058,139.7189189, 蒲田警察署 蒲田駅東口交番,35.562722,139.716692
窃盗,部品ねらい,蒲田,蒲田駅西口交番,131113,東京都,大田区,西蒲田５丁目,2022/3/2,9,その他,駐車（輪）場,その他,大田区西蒲田５丁目,35.5657823,139.7152604, 蒲田警察署 蒲田駅西口交番,35.562417,139.715525
窃盗,部品ねらい,蒲田,蒲田駅西口交番,131113,東京都,大田区,西蒲田５丁目,2022/4/23,7,駐車（輪）場,駐車（輪）場,その他,大田区西蒲田５丁目,35.5657823,139.7152604, 蒲田警察署 蒲田駅西口交番,35.562417,139.715525
窃盗,部品ねらい,蒲田,蒲田駅西口交番,131113,東京都,大田区,西蒲田７丁目,2022/1/11,10,その他,その他,その他,大田区西蒲田７丁目,35.5629644,139.7128102, 蒲田警察署 蒲田駅西口交番,35.562417,139.715525
窃盗,部品ねらい,蒲田,蒲田駅西口交番,131113,東京都,大田区,西蒲田７丁目,2022/5/14,11,その他,駐車（輪）場,その他,大田区西蒲田７丁目,35.5629644,139.7128102, 蒲田警察署 蒲田駅西口交番,35.562417,139.715525
窃盗,部品ねらい,蒲田,蒲田駅西口交番,131113,東京都,大田区,西蒲田８丁目,2022/4/19,7,駐車（輪）場,駐車（輪）場,その他,大田区西蒲田８丁目,35.5605097,139.7124857, 蒲田警察署 蒲田駅西口交番,35.562417,139.715525
窃盗,部品ねらい,蒲田,西六郷交番,131113,東京都,大田区,西六郷１丁目,2021/12/29,15,４階建て以上共同住宅,その他,ナンバープレート,大田区西六郷１丁目,35.5540846,139.7081995, 蒲田警察署 西六郷交番,35.5493615,139.7070035
窃盗,部品ねらい,蒲田,西六郷交番,131113,東京都,大田区,西六郷１丁目,2022/3/21,不明,駐車（輪）場,駐車（輪）場,その他,大田区西六郷１丁目,35.5540846,139.7081995, 蒲田警察署 西六郷交番,35.5493615,139.7070035
窃盗,部品ねらい,蒲田,西六郷交番,131113,東京都,大田区,西六郷１丁目,2022/5/10,18,一戸建住宅,その他,その他,大田区西六郷１丁目,35.5540846,139.7081995, 蒲田警察署 西六郷交番,35.5493615,139.7070035
窃盗,部品ねらい,蒲田,西六郷交番,131113,東京都,大田区,西六郷１丁目,2022/11/5,17,一戸建住宅,その他,その他,大田区西六郷１丁目,35.5540846,139.7081995, 蒲田警察署 西六郷交番,35.5493615,139.7070035
窃盗,部品ねらい,蒲田,西六郷交番,131113,東京都,大田区,西六郷２丁目,2022/5/9,17,その他,駐車（輪）場,その他,大田区西六郷２丁目,35.5497933,139.7072969, 蒲田警察署 西六郷交番,35.5493615,139.7070035
窃盗,部品ねらい,蒲田,西六郷交番,131113,東京都,大田区,西六郷２丁目,2022/7/3,16,その他の住宅（３階建て以下共同住宅等）,その他,その他,大田区西六郷２丁目,35.5497933,139.7072969, 蒲田警察署 西六郷交番,35.5493615,139.7070035
窃盗,部品ねらい,蒲田,西六郷交番,131113,東京都,大田区,西六郷２丁目,2022/8/14,19,一戸建住宅,駐車（輪）場,その他,大田区西六郷２丁目,35.5497933,139.7072969, 蒲田警察署 西六郷交番,35.5493615,139.7070035
窃盗,部品ねらい,蒲田,西六郷交番,131113,東京都,大田区,西六郷２丁目,2022/11/2,10,その他,その他,その他,大田区西六郷２丁目,35.5497933,139.7072969, 蒲田警察署 西六郷交番,35.5493615,139.7070035
窃盗,部品ねらい,蒲田,西六郷交番,131113,東京都,大田区,西六郷４丁目,2022/5/25,10,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,その他,大田区西六郷４丁目,35.5438752,139.7049691, 蒲田警察署 西六郷交番,35.5493615,139.7070035
窃盗,部品ねらい,蒲田,西六郷交番,131113,東京都,大田区,西六郷４丁目,2022/10/22,10,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,その他,大田区西六郷４丁目,35.5438752,139.7049691, 蒲田警察署 西六郷交番,35.5493615,139.7070035
窃盗,部品ねらい,蒲田,西六郷交番,131113,東京都,大田区,西六郷４丁目,2022/10/24,12,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,その他,大田区西六郷４丁目,35.5438752,139.7049691, 蒲田警察署 西六郷交番,35.5493615,139.7070035
窃盗,部品ねらい,蒲田,雑色交番,131113,東京都,大田区,仲六郷２丁目,2022/5/25,15,道路上,その他,その他,大田区仲六郷２丁目,35.5506444,139.7138462, 蒲田警察署 雑色交番,35.5489801,139.7156342
窃盗,部品ねらい,蒲田,雑色交番,131113,東京都,大田区,仲六郷２丁目,2022/6/8,1,一戸建住宅,その他,ナンバープレート,大田区仲六郷２丁目,35.5506444,139.7138462, 蒲田警察署 雑色交番,35.5489801,139.7156342
窃盗,部品ねらい,蒲田,雑色交番,131113,東京都,大田区,仲六郷２丁目,2022/6/14,10,その他,駐車（輪）場,その他,大田区仲六郷２丁目,35.5506444,139.7138462, 蒲田警察署 雑色交番,35.5489801,139.7156342
窃盗,部品ねらい,蒲田,雑色交番,131113,東京都,大田区,東六郷２丁目,2021/12/25,14,４階建て以上共同住宅,駐車（輪）場,その他,大田区東六郷２丁目,35.5488222,139.7174706, 蒲田警察署 雑色交番,35.5489801,139.7156342
窃盗,部品ねらい,蒲田,雑色交番,131113,東京都,大田区,東六郷２丁目,2022/3/30,11,その他,駐車（輪）場,その他,大田区東六郷２丁目,35.5488222,139.7174706, 蒲田警察署 雑色交番,35.5489801,139.7156342
窃盗,部品ねらい,蒲田,雑色交番,131113,東京都,大田区,東六郷２丁目,2022/9/12,13,４階建て以上共同住宅,その他,その他,大田区東六郷２丁目,35.5488222,139.7174706, 蒲田警察署 雑色交番,35.5489801,139.7156342
窃盗,部品ねらい,蒲田,雑色交番,131113,東京都,大田区,東六郷２丁目,2022/9/15,10,その他,駐車（輪）場,その他,大田区東六郷２丁目,35.5488222,139.7174706, 蒲田警察署 雑色交番,35.5489801,139.7156342
窃盗,部品ねらい,池上,ガス橋交番,131113,東京都,大田区,下丸子２丁目,2021/12/28,21,４階建て以上共同住宅,駐車（輪）場,その他,大田区下丸子２丁目,35.5634357,139.6843654, 池上警察署 ガス橋交番,,
窃盗,部品ねらい,池上,ガス橋交番,131113,東京都,大田区,矢口２丁目,2022/7/2,21,４階建て以上共同住宅,駐車（輪）場,ナンバープレート,大田区矢口２丁目,35.5628837,139.6932717, 池上警察署 ガス橋交番,,
窃盗,部品ねらい,池上,三本松交番,131113,東京都,大田区,北馬込１丁目,2022/8/5,18,４階建て以上共同住宅,駐車（輪）場,その他,大田区北馬込１丁目,35.5998608,139.705697, 池上警察署 三本松交番,,
窃盗,部品ねらい,池上,千鳥交番,131113,東京都,大田区,多摩川１丁目,2022/5/31,17,駐車（輪）場,駐車（輪）場,その他,大田区多摩川１丁目,35.5631128,139.6994367, 池上警察署 千鳥交番,35.5711779,139.6892565
窃盗,部品ねらい,池上,千鳥交番,131113,東京都,大田区,千鳥２丁目,2022/8/25,13,その他,駐車（輪）場,その他,大田区千鳥２丁目,35.5690004,139.6941407, 池上警察署 千鳥交番,35.5711779,139.6892565
窃盗,部品ねらい,池上,千鳥交番,131113,東京都,大田区,千鳥３丁目,2022/11/7,19,一戸建住宅,その他,その他,大田区千鳥３丁目,35.5722005,139.6888581, 池上警察署 千鳥交番,35.5711779,139.6892565
窃盗,部品ねらい,池上,千鳥交番,131113,東京都,大田区,東矢口２丁目,2022/3/13,12,道路上,その他,その他,大田区東矢口２丁目,35.5648015,139.7009602, 池上警察署 千鳥交番,35.5711779,139.6892565
窃盗,部品ねらい,池上,南馬込交番,131113,東京都,大田区,南馬込６丁目,2022/10/10,10,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,ナンバープレート,大田区南馬込６丁目,35.5833845,139.708457, 池上警察署 南馬込交番,35.5872526,139.7140689
窃盗,部品ねらい,池上,市野倉交番,131113,東京都,大田区,中央６丁目,2022/9/5,22,道路上,その他,その他,大田区中央６丁目,35.5778655,139.7129966, 池上警察署 市野倉交番,35.579239799999996,139.71330022233897
窃盗,部品ねらい,池上,蓮沼交番,131113,東京都,大田区,新蒲田２丁目,2022/2/23,18,一戸建住宅,駐車（輪）場,ナンバープレート,大田区新蒲田２丁目,35.5604388,139.70541, 池上警察署 蓮沼交番,35.564591,139.7087723
窃盗,部品ねらい,池上,蓮沼交番,131113,東京都,大田区,東矢口１丁目,2022/11/24,19,駐車（輪）場,駐車（輪）場,ナンバープレート,大田区東矢口１丁目,35.565647,139.7054315, 池上警察署 蓮沼交番,35.564591,139.7087723
窃盗,部品ねらい,池上,西馬込交番,131113,東京都,大田区,南馬込５丁目,2022/10/25,0,道路上,その他,その他,大田区南馬込５丁目,35.5884495,139.7094306, 池上警察署 西馬込交番,35.5869344,139.7057815
窃盗,部品ねらい,世田谷,三宿交番,131121,東京都,世田谷区,池尻４丁目,2022/10/27,12,４階建て以上共同住宅,駐車（輪）場,タイヤ・ホイール,世田谷区池尻４丁目,35.6536915,139.6799666, 世田谷警察署 三宿交番,35.6451493,139.6792414
窃盗,部品ねらい,世田谷,三宿交番,131121,東京都,世田谷区,池尻４丁目,2022/11/27,8,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,タイヤ・ホイール,世田谷区池尻４丁目,35.6536915,139.6799666, 世田谷警察署 三宿交番,35.6451493,139.6792414
窃盗,部品ねらい,世田谷,上馬交番,131121,東京都,世田谷区,上馬１丁目,2022/8/9,22,４階建て以上共同住宅,駐車（輪）場,タイヤ・ホイール,世田谷区上馬１丁目,35.6372024,139.6681541, 世田谷警察署 上馬交番,35.635029,139.66364
窃盗,部品ねらい,世田谷,桜丘交番,131121,東京都,世田谷区,桜丘４丁目,2022/1/5,8,駐車（輪）場,駐車（輪）場,ナンバープレート,世田谷区桜丘４丁目,35.6401779,139.6224171, 世田谷警察署 桜丘交番,35.6455607,139.6225515
