罪名,手口,管轄警察署（発生地）,管轄交番・駐在所（発生地）,市区町村コード（発生地）,都道府県（発生地）,市区町村（発生地）,町丁目（発生地）,発生年月日（始期）,発生時（始期）,発生場所,発生場所の詳細,現金以外の主な被害品
窃盗,部品ねらい,池上,池上駅前交番,131113,東京都,大田区,中央７丁目,2020-02-22,19,道路上,その他,その他
窃盗,部品ねらい,池上,蓮沼交番,131113,東京都,大田区,東矢口３丁目,2020-08-12,22,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,池上,多摩川大橋交番,131113,東京都,大田区,多摩川２丁目,2020-02-09,16,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,池上,多摩川大橋交番,131113,東京都,大田区,多摩川２丁目,2020-07-17,07,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,池上,多摩川大橋交番,131113,東京都,大田区,多摩川２丁目,2020-08-02,22,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,池上,多摩川大橋交番,131113,東京都,大田区,多摩川２丁目,2020-11-28,22,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,池上,多摩川大橋交番,131113,東京都,大田区,矢口３丁目,2020-02-02,20,その他,駐車（輪）場,その他
窃盗,部品ねらい,池上,多摩川大橋交番,131113,東京都,大田区,矢口３丁目,2020-05-29,09,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,池上,西馬込交番,131113,東京都,大田区,池上２丁目,2020-02-23,07,その他,駐車（輪）場,その他
窃盗,部品ねらい,池上,西馬込交番,131113,東京都,大田区,南馬込５丁目,2020-03-21,16,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,池上,西馬込交番,131113,東京都,大田区,南馬込５丁目,2020-06-04,08,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,池上,西馬込交番,131113,東京都,大田区,南馬込５丁目,2020-11-01,12,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,その他
窃盗,部品ねらい,池上,ガス橋交番,131113,東京都,大田区,下丸子３丁目,2020-08-27,19,その他,駐車（輪）場,その他
窃盗,部品ねらい,東京空港,国際線ターミナル交番,131113,東京都,大田区,羽田空港２丁目,2020-01-20,12,道路上,その他,その他
窃盗,部品ねらい,東京空港,国際線ターミナル交番,131113,東京都,大田区,羽田空港２丁目,2020-10-30,07,その他,駐車（輪）場,その他
窃盗,部品ねらい,東京空港,国際線ターミナル交番,131113,東京都,大田区,羽田空港２丁目,2020-12-02,09,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,世田谷,三軒茶屋交番,131121,東京都,世田谷区,三軒茶屋２丁目,2020-01-16,20,道路上,その他,その他
窃盗,部品ねらい,世田谷,三軒茶屋交番,131121,東京都,世田谷区,太子堂１丁目,2020-04-26,14,その他,駐車（輪）場,その他
窃盗,部品ねらい,世田谷,三軒茶屋交番,131121,東京都,世田谷区,太子堂１丁目,2020-05-24,12,その他,駐車（輪）場,その他
窃盗,部品ねらい,世田谷,三宿交番,131121,東京都,世田谷区,池尻２丁目,2020-04-12,12,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,世田谷,三宿交番,131121,東京都,世田谷区,三宿１丁目,2020-06-14,05,道路上,その他,その他
窃盗,部品ねらい,世田谷,下馬四丁目交番,131121,東京都,世田谷区,下馬５丁目,2019-12-31,18,道路上,その他,その他
窃盗,部品ねらい,世田谷,上馬交番,131121,東京都,世田谷区,上馬１丁目,2020-08-15,16,その他の住宅（３階建て以下共同住宅等）,その他,タイヤ・ホイール
窃盗,部品ねらい,世田谷,上馬交番,131121,東京都,世田谷区,上馬１丁目,2020-11-24,19,その他の住宅（３階建て以下共同住宅等）,その他,その他
窃盗,部品ねらい,世田谷,上馬交番,131121,東京都,世田谷区,上馬２丁目,2020-01-09,14,道路上,その他,その他
窃盗,部品ねらい,世田谷,上馬交番,131121,東京都,世田谷区,上馬２丁目,2020-08-23,16,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,世田谷,上馬交番,131121,東京都,世田谷区,野沢４丁目,2020-05-04,14,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,その他
窃盗,部品ねらい,世田谷,上馬交番,131121,東京都,世田谷区,野沢４丁目,2020-10-02,15,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,世田谷,世田谷交番,131121,東京都,世田谷区,世田谷１丁目,2020-08-01,17,駐車（輪）場,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,世田谷,世田谷交番,131121,東京都,世田谷区,若林４丁目,2020-05-23,20,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,世田谷,若林交番,131121,東京都,世田谷区,上馬５丁目,2020-04-18,19,道路上,その他,その他
窃盗,部品ねらい,世田谷,若林交番,131121,東京都,世田谷区,三軒茶屋２丁目,2019-12-31,16,その他,駐車（輪）場,その他
窃盗,部品ねらい,世田谷,若林交番,131121,東京都,世田谷区,若林１丁目,2019-12-31,00,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,世田谷,若林交番,131121,東京都,世田谷区,若林３丁目,2020-06-27,15,４階建て以上共同住宅,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,世田谷,松ケ丘交番,131121,東京都,世田谷区,世田谷１丁目,2020-03-15,15,その他,駐車（輪）場,その他
窃盗,部品ねらい,世田谷,松ケ丘交番,131121,東京都,世田谷区,世田谷１丁目,2020-04-26,12,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,世田谷,松ケ丘交番,131121,東京都,世田谷区,世田谷１丁目,2020-04-29,20,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,北沢,経堂駅前交番,131121,東京都,世田谷区,経堂１丁目,2020-08-01,18,その他,その他,その他
窃盗,部品ねらい,北沢,経堂駅前交番,131121,東京都,世田谷区,宮坂２丁目,2020-06-25,18,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,北沢,経堂駅前交番,131121,東京都,世田谷区,宮坂３丁目,2019-12-31,01,道路上,その他,その他
窃盗,部品ねらい,北沢,宮前橋交番,131121,東京都,世田谷区,代田３丁目,2020-03-31,12,一戸建住宅,その他,その他
窃盗,部品ねらい,北沢,淡島通交番,131121,東京都,世田谷区,代沢５丁目,2020-03-06,16,その他,駐車（輪）場,その他
窃盗,部品ねらい,北沢,淡島通交番,131121,東京都,世田谷区,代沢５丁目,2020-08-16,22,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,北沢,下北沢交番,131121,東京都,世田谷区,代田６丁目,2020-01-01,不明,駐車（輪）場,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,北沢,赤松交番,131121,東京都,世田谷区,赤堤４丁目,2020-11-26,13,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,北沢,赤松交番,131121,東京都,世田谷区,松原３丁目,2020-01-14,23,その他,駐車（輪）場,その他
窃盗,部品ねらい,北沢,赤堤交番,131121,東京都,世田谷区,赤堤３丁目,2019-12-26,21,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,北沢,明大前駅前交番,131121,東京都,世田谷区,松原１丁目,2020-09-15,19,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,北沢,明大前駅前交番,131121,東京都,世田谷区,松原１丁目,2020-09-24,09,道路上,その他,その他
窃盗,部品ねらい,北沢,明大前駅前交番,131121,東京都,世田谷区,松原３丁目,2019-12-30,21,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,その他
窃盗,部品ねらい,玉川,奥沢駅前交番,131121,東京都,世田谷区,奥沢３丁目,2020-06-23,12,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,玉川,尾山台駅前交番,131121,東京都,世田谷区,尾山台３丁目,2020-03-29,08,一戸建住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,玉川,尾山台駅前交番,131121,東京都,世田谷区,等々力２丁目,2020-09-07,17,その他,駐車（輪）場,その他
窃盗,部品ねらい,玉川,上野毛交番,131121,東京都,世田谷区,上野毛１丁目,2020-11-12,17,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,玉川,上野毛交番,131121,東京都,世田谷区,中町１丁目,2020-11-12,21,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,玉川,上野毛交番,131121,東京都,世田谷区,中町１丁目,2020-12-22,20,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,玉川,上野毛交番,131121,東京都,世田谷区,中町４丁目,2020-10-26,16,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,玉川,二子玉川交番,131121,東京都,世田谷区,玉川２丁目,2020-02-07,06,道路上,その他,その他
窃盗,部品ねらい,玉川,二子玉川交番,131121,東京都,世田谷区,玉川３丁目,2020-09-03,17,その他,駐車（輪）場,その他
窃盗,部品ねらい,玉川,瀬田交番,131121,東京都,世田谷区,瀬田２丁目,2020-01-05,18,その他の住宅（３階建て以下共同住宅等）,その他,その他
窃盗,部品ねらい,玉川,瀬田交番,131121,東京都,世田谷区,瀬田２丁目,2020-01-23,18,その他の住宅（３階建て以下共同住宅等）,その他,その他
窃盗,部品ねらい,玉川,瀬田交番,131121,東京都,世田谷区,瀬田４丁目,2020-01-04,16,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,その他
窃盗,部品ねらい,玉川,瀬田交番,131121,東京都,世田谷区,玉川台２丁目,2020-02-20,22,一戸建住宅,その他,その他
窃盗,部品ねらい,玉川,深沢交番,131121,東京都,世田谷区,駒沢５丁目,2020-09-05,07,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,玉川,深沢交番,131121,東京都,世田谷区,駒沢公園,2020-09-13,21,その他,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,玉川,深沢交番,131121,東京都,世田谷区,深沢２丁目,2020-05-20,12,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,玉川,深沢交番,131121,東京都,世田谷区,深沢４丁目,2020-10-02,15,その他,駐車（輪）場,その他
窃盗,部品ねらい,玉川,深沢交番,131121,東京都,世田谷区,深沢７丁目,2020-05-11,18,一戸建住宅,その他,ナンバープレート
窃盗,部品ねらい,玉川,桜新町交番,131121,東京都,世田谷区,桜新町２丁目,2020-11-22,12,その他,駐車（輪）場,その他
窃盗,部品ねらい,成城,祖師谷大蔵交番,131121,東京都,世田谷区,砧８丁目,2020-01-03,16,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,成城,祖師谷大蔵交番,131121,東京都,世田谷区,砧８丁目,2020-01-24,07,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,成城,祖師谷大蔵交番,131121,東京都,世田谷区,砧８丁目,2020-06-17,16,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,成城,祖師谷大蔵交番,131121,東京都,世田谷区,祖師谷２丁目,2020-06-25,21,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,成城,烏山交番,131121,東京都,世田谷区,南烏山３丁目,2020-01-07,23,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,成城,烏山交番,131121,東京都,世田谷区,南烏山４丁目,2020-01-15,16,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,成城,烏山交番,131121,東京都,世田谷区,南烏山４丁目,2020-01-20,19,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,成城,烏山交番,131121,東京都,世田谷区,南烏山４丁目,2020-03-31,19,道路上,その他,その他
窃盗,部品ねらい,成城,烏山交番,131121,東京都,世田谷区,南烏山４丁目,2020-06-24,18,道路上,その他,その他
窃盗,部品ねらい,成城,烏山交番,131121,東京都,世田谷区,南烏山６丁目,2020-01-10,08,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,成城,上北沢駅前交番,131121,東京都,世田谷区,上北沢１丁目,2020-11-23,06,４階建て以上共同住宅,その他,ナンバープレート
窃盗,部品ねらい,成城,大蔵二丁目交番,131121,東京都,世田谷区,大蔵１丁目,2020-12-02,20,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,成城,東宝前交番,131121,東京都,世田谷区,宇奈根３丁目,2020-04-03,22,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,成城,岡本駐在所,131121,東京都,世田谷区,砧公園,2020-08-17,06,道路上,その他,ナンバープレート
窃盗,部品ねらい,成城,鎌田駐在所,131121,東京都,世田谷区,鎌田４丁目,2020-10-18,20,その他,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,成城,喜多見駐在所,131121,東京都,世田谷区,喜多見２丁目,2020-10-13,12,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,成城,上祖師谷駐在所,131121,東京都,世田谷区,上祖師谷５丁目,2020-03-27,19,一戸建住宅,駐車（輪）場,その他
窃盗,部品ねらい,成城,給田交番,131121,東京都,世田谷区,給田４丁目,2020-12-09,20,４階建て以上共同住宅,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,成城,松葉通駐在所,131121,東京都,世田谷区,北烏山２丁目,2020-04-02,16,４階建て以上共同住宅,その他,その他
窃盗,部品ねらい,成城,松葉通駐在所,131121,東京都,世田谷区,北烏山４丁目,2020-01-15,09,その他の住宅（３階建て以下共同住宅等）,その他,その他
